left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20,nose_x,nose_y,nose_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,label
-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,-1.3833847,-2.3582265,0.6398437,0.1786552,-0.20525599,0.639844,0.19153057,-0.40422577,0.6738903,0.24443157,-0.5118866,0.67974865,0.2955872,-0.5838936,0.67453796,0.34074518,-0.63989425,0.667089,0.31372216,-0.48858076,0.66847,0.38510635,-0.63506645,0.6553718,0.42737195,-0.74209493,0.6460017,0.46197072,-0.8343924,0.63897496,0.32274947,-0.46985593,0.63521594,0.3973457,-0.64512146,0.6165081,0.4404237,-0.772882,0.6045827,0.47509372,-0.8786322,0.59560597,0.31519318,-0.47009233,0.6020851,0.39223373,-0.6358125,0.58503175,0.43538994,-0.7566975,0.5756371,0.4672903,-0.8486631,0.5685102,0.2935598,-0.49820083,0.57122505,0.3578819,-0.6231903,0.5569113,0.39453623,-0.7056597,0.55067444,0.4228966,-0.77517724,0.54498225,0.13100089,-1.0426023,-1.6014317,0.36950374,-0.8952586,-0.53788793,-0.034893587,-1.2654881,-0.51719743,0.50000006,0.11078724,-0.12792206,-0.49999994,-0.11078724,0.1279221,sleep_right
-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,-1.3937893,-2.4272382,0.5066215,0.21740492,-0.20745614,0.5066218,0.23312415,-0.41062284,0.5432551,0.2913079,-0.51010126,0.55173814,0.34524158,-0.57776546,0.5495937,0.39194643,-0.63234454,0.54513764,0.35348338,-0.4888722,0.5343474,0.43000406,-0.6248411,0.52228576,0.4735573,-0.72793615,0.5148223,0.51051533,-0.8181701,0.5089097,0.3644167,-0.46551874,0.5010257,0.44352826,-0.6331192,0.48203906,0.4891892,-0.7605203,0.4706665,0.5264315,-0.86409944,0.4616981,0.3571718,-0.46190566,0.46830514,0.43976867,-0.6183347,0.44935426,0.48553246,-0.73780364,0.43847513,0.5191819,-0.82723325,0.43032312,0.33666778,-0.48974526,0.43854052,0.40445763,-0.60841644,0.4197186,0.44408658,-0.6882561,0.40956032,0.47537142,-0.7539909,0.40128586,0.16262601,-0.99582756,-1.6333342,0.39896354,-0.83954364,-0.50840175,0.025148017,-1.2536767,-0.53841627,0.5,0.12107679,-0.119236946,-0.5,-0.121076986,0.119236946,sleep_right
-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,-1.3749366,-2.43928,0.59267914,0.22548191,-0.19763052,0.5926795,0.2383569,-0.38171414,0.61033714,0.2949184,-0.49037766,0.61094564,0.3549961,-0.5644661,0.60633534,0.40232813,-0.61697954,0.60090333,0.34959733,-0.47056586,0.5885283,0.43361068,-0.6058796,0.57427216,0.47743335,-0.7031326,0.5689472,0.51266426,-0.7890908,0.565261,0.36110568,-0.44570422,0.5672953,0.44478437,-0.6096382,0.54511833,0.48884016,-0.72956955,0.5365789,0.5221513,-0.8260076,0.5307438,0.35644722,-0.4363234,0.5469945,0.44006568,-0.58893806,0.52652127,0.48372197,-0.7032279,0.51694745,0.51342404,-0.78713894,0.51055056,0.34079003,-0.45561042,0.52860373,0.40406114,-0.57014394,0.50950223,0.44076374,-0.65271634,0.49885318,0.4690936,-0.71985537,0.49100438,0.16498968,-0.93740714,-1.5073088,0.3963234,-0.81601435,-0.43994263,0.033139974,-1.2305863,-0.53036696,0.49999994,0.09798833,-0.034267433,-0.50000006,-0.09798833,0.034267433,sleep_right
-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,-1.3984715,-2.5194125,0.63136744,0.247505,-0.19868965,0.6313679,0.26108724,-0.38232222,0.64397866,0.3194874,-0.491516,0.64391536,0.37929785,-0.56437343,0.63965225,0.42651296,-0.6215718,0.6344951,0.37152383,-0.46711206,0.62729114,0.45618588,-0.6032275,0.6111394,0.5016385,-0.7040841,0.6031273,0.53828406,-0.7909472,0.59824944,0.38438895,-0.44080177,0.6087875,0.4668549,-0.6053159,0.5874579,0.5115405,-0.73114604,0.57676226,0.5457228,-0.8321906,0.5693921,0.38041082,-0.43520582,0.5906085,0.4635614,-0.5903969,0.5703783,0.5070121,-0.70728076,0.5591067,0.5376277,-0.79185545,0.55199957,0.36255842,-0.46108723,0.57394934,0.42465004,-0.57887006,0.55554414,0.46224016,-0.66029614,0.54546833,0.49180162,-0.7246556,0.5383037,0.18403727,-0.9880988,-1.5407512,0.40979704,-0.8394393,-0.47310597,0.058691315,-1.2465793,-0.51557606,0.5,0.11411627,-0.10647836,-0.5,-0.11411627,0.10647836,sleep_right
0.2641305,-0.21497844,0.4941167,0.27340958,-0.38980308,0.4917172,0.3277838,-0.51290965,0.48902723,0.38975698,-0.592327,0.4860106,0.43774328,-0.64215064,0.48372227,0.38233814,-0.50825787,0.48506075,0.46971616,-0.63883877,0.47087944,0.5161494,-0.7320683,0.46296853,0.5520028,-0.8105526,0.4586655,0.3960837,-0.48325482,0.47830483,0.48104832,-0.63770545,0.46038547,0.52598655,-0.7501952,0.45064184,0.5593648,-0.8414383,0.44484708,0.3957621,-0.46950358,0.47080597,0.47901458,-0.61514705,0.45325136,0.52263206,-0.7208268,0.4427956,0.5526975,-0.79817563,0.4370787,0.38467026,-0.47813547,0.46364683,0.4439309,-0.5850199,0.44980463,0.4797237,-0.65812594,0.44305786,0.50923336,-0.71711946,0.43895286,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,-1.4473143,-2.5916722,0.4941161,0.18547036,-1.0131557,-1.763097,0.41535017,-0.85400814,-0.59541094,0.056770805,-1.252566,-0.56463325,0.5,0.12968028,-0.20938681,-0.5,-0.12968047,0.20938681,sleep_right
0.266326,-0.2010629,0.47945002,0.27629125,-0.35330147,0.46625024,0.33133796,-0.47718427,0.46238586,0.3905582,-0.5649964,0.46011394,0.4352714,-0.6245655,0.45916873,0.37039456,-0.48618016,0.46659863,0.45104447,-0.620552,0.4503602,0.49655828,-0.7146784,0.44001296,0.53235006,-0.79401183,0.4340972,0.38402897,-0.468681,0.4654053,0.457846,-0.62108904,0.44772297,0.5019491,-0.73070747,0.43640786,0.537234,-0.82372046,0.42947444,0.3864293,-0.46040258,0.4621417,0.4570482,-0.60505563,0.44462472,0.49875888,-0.7042092,0.43314725,0.5293277,-0.7820344,0.4270218,0.37945205,-0.4704283,0.45794874,0.4324042,-0.57786274,0.44370672,0.46718067,-0.6498321,0.43621767,0.49541318,-0.7119534,0.4319139,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,-1.413746,-2.4988146,0.4794494,0.193676,-0.9617094,-1.6657369,0.40459436,-0.819725,-0.4023282,0.05764858,-1.2039002,-0.57424176,0.49999994,0.121801265,0.03466648,-0.50000006,-0.121801265,-0.034666527,sleep_right
0.32271454,-0.17645864,0.40482384,0.31051692,-0.33218354,0.3801163,0.36041033,-0.47366095,0.37089312,0.42080098,-0.5775468,0.36661637,0.46634567,-0.6444011,0.3631296,0.41322052,-0.4864513,0.36807656,0.486471,-0.65129,0.3465148,0.5308064,-0.7623489,0.33340195,0.56579643,-0.85471034,0.3261998,0.4391103,-0.4656483,0.3720238,0.5042642,-0.6514052,0.34837753,0.54659975,-0.7795707,0.3341441,0.58118004,-0.88808304,0.32577223,0.44655135,-0.45645338,0.37457138,0.5073106,-0.63330644,0.3507265,0.547113,-0.7550013,0.33538175,0.57752323,-0.8502671,0.32773888,0.43611246,-0.47012788,0.37597734,0.48484114,-0.6073096,0.35615507,0.51824206,-0.6961239,0.34607005,0.5459708,-0.76815295,0.34083214,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,-1.5277493,-2.6285238,0.4048232,0.19183107,-0.98351717,-1.7175101,0.42606148,-0.85240763,-0.57525873,0.0524051,-1.2406245,-0.607048,0.5,0.14757569,-0.09389611,-0.5,-0.1475759,0.09389614,sleep_right
-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,-1.5172187,-2.5912588,0.42535967,0.32400614,-0.21425664,0.42536,0.3518216,-0.36734432,0.460247,0.39569914,-0.50580746,0.47038513,0.43341747,-0.60399747,0.47075367,0.46517637,-0.68220615,0.4692577,0.42339712,-0.5230098,0.4497112,0.47752577,-0.6910858,0.43884927,0.50783396,-0.8082006,0.4326781,0.53429234,-0.9075644,0.4279547,0.43180907,-0.5187449,0.41817313,0.47972417,-0.7117195,0.4031749,0.51030904,-0.8502889,0.39326262,0.5367577,-0.9608629,0.38563913,0.4243162,-0.52324396,0.38762313,0.47431278,-0.7077501,0.3727513,0.50413626,-0.839107,0.36207128,0.52895194,-0.94407034,0.35390332,0.4027103,-0.5392523,0.35991248,0.44783837,-0.6808347,0.3453988,0.47716314,-0.77876294,0.33705825,0.5021828,-0.8629237,0.33032218,0.1658126,-0.9999601,-1.5962571,0.40438423,-0.88870734,-0.49056438,0.029445631,-1.2307445,-0.48763013,0.5,0.14464355,-0.18753304,-0.5,-0.14464335,0.18753305,sleep_right
-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,-1.5134155,-2.5316632,0.42017776,0.32696566,-0.1710036,0.4201779,0.37450495,-0.33853978,0.48352635,0.40555525,-0.4679902,0.5059377,0.4296211,-0.55954355,0.51095474,0.44942683,-0.6408474,0.5125077,0.42798963,-0.4845675,0.48847222,0.4693479,-0.65260595,0.48519287,0.49329442,-0.7718707,0.4807359,0.51378304,-0.8747577,0.4760039,0.4317302,-0.4861791,0.4417598,0.46979517,-0.6775731,0.43370402,0.49116445,-0.81368876,0.42589083,0.5094344,-0.9246163,0.41930827,0.4194521,-0.49619862,0.39619204,0.46272948,-0.6803107,0.38851464,0.48501536,-0.8065599,0.38381377,0.50426066,-0.9107059,0.37885445,0.39568722,-0.5121167,0.35473177,0.44110352,-0.65588063,0.34609884,0.4661451,-0.7505842,0.34394503,0.48493576,-0.83343905,0.3410853,0.1598404,-0.9633319,-1.7288349,0.40274554,-0.87093455,-0.6270578,0.009860873,-1.1815779,-0.59495926,0.49999994,0.11263881,-0.13310209,-0.50000006,-0.112639,0.13310212,sleep_right
-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,-1.554201,-2.5642042,0.40371433,0.328341,-0.18353821,0.40371466,0.35670316,-0.35510993,0.4510093,0.39512557,-0.48943356,0.46556306,0.43142033,-0.5837395,0.46604466,0.46253857,-0.6651206,0.46435875,0.42413998,-0.49934837,0.45956182,0.46974072,-0.6663442,0.45526704,0.49297544,-0.7826598,0.44932407,0.5125454,-0.8826028,0.44417816,0.4307695,-0.4961611,0.4216031,0.47237718,-0.68383867,0.41538653,0.4945626,-0.8184025,0.406433,0.51329285,-0.9260567,0.3983234,0.42118627,-0.5024566,0.3839377,0.4672344,-0.684298,0.3794203,0.4907136,-0.8139423,0.37349176,0.5093422,-0.91560876,0.36662656,0.3989368,-0.5205776,0.3490169,0.44185826,-0.66378236,0.34603542,0.4657343,-0.75782704,0.3459146,0.48498765,-0.837647,0.34349594,0.15972663,-0.96945095,-1.6526612,0.39876607,-0.8946564,-0.6339236,-0.011347302,-1.1892449,-0.559097,0.5,0.116297595,-0.13185191,-0.5,-0.116297394,0.13185191,sleep_right
-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,-1.5925186,-2.618247,0.3571074,0.32695037,-0.15829873,0.3571076,0.36545974,-0.3229386,0.41366675,0.40535817,-0.45827854,0.43340734,0.43530414,-0.5492119,0.43755913,0.46265885,-0.63357276,0.4385594,0.4329583,-0.4703199,0.41598752,0.47725973,-0.6510143,0.41156587,0.5017618,-0.77995014,0.40741277,0.5224645,-0.89134204,0.40327293,0.4408983,-0.46915627,0.37243515,0.48294717,-0.67150193,0.36488548,0.5057186,-0.8177121,0.356225,0.52494437,-0.9354874,0.34856245,0.42946145,-0.4796776,0.33015773,0.47742793,-0.6761521,0.3233377,0.5011009,-0.8157635,0.3162614,0.5210048,-0.9291537,0.30911073,0.40141904,-0.50326777,0.29176185,0.44677743,-0.6608616,0.28457424,0.47291687,-0.7617357,0.28217772,0.49297374,-0.8492168,0.27869603,0.16062313,-0.98698443,-1.5426469,0.3984441,-0.9245012,-0.54907644,-0.025574492,-1.2060726,-0.41679963,0.50000006,0.130741,-0.18789826,-0.49999994,-0.1307412,0.18789826,sleep_right
-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,-1.600059,-2.6458716,0.3351513,0.32634288,-0.15675332,0.33515155,0.3217411,-0.36147603,0.37719074,0.36507872,-0.49492982,0.3951496,0.40291697,-0.5710357,0.40068257,0.43229017,-0.6485212,0.40432817,0.44992882,-0.4871574,0.40074393,0.49148765,-0.663324,0.3996167,0.5135643,-0.79363054,0.3937911,0.53218406,-0.9017957,0.38849297,0.46632618,-0.47555643,0.36702785,0.50735515,-0.6851041,0.3656321,0.5250668,-0.8326404,0.3557811,0.5418193,-0.9473402,0.3465577,0.45696542,-0.48657128,0.3322779,0.50275666,-0.69264346,0.32934114,0.52097934,-0.83770525,0.31938702,0.53646964,-0.9496385,0.31012672,0.42344272,-0.5238683,0.2998394,0.46437344,-0.69406116,0.2975991,0.4844833,-0.7952468,0.29640934,0.50066143,-0.8828773,0.2932816,0.16402197,-0.95127606,-1.4354578,0.40117705,-0.91590065,-0.5408946,-0.026416091,-1.200004,-0.37565154,0.50000006,0.1181149,-0.21815602,-0.49999994,-0.1181149,0.21815605,sleep_right
-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,-1.5761316,-2.6153147,0.41587162,0.3081052,-0.16806214,0.41587177,0.35787666,-0.3231061,0.45945838,0.39994612,-0.4516366,0.47518164,0.42830905,-0.5398132,0.47870025,0.44543228,-0.6210599,0.47993568,0.43771327,-0.46416566,0.4630615,0.48207393,-0.64843994,0.45505673,0.5066854,-0.77858526,0.44865116,0.5270188,-0.8883168,0.44426465,0.44494477,-0.4686168,0.42864108,0.49388406,-0.68454653,0.42079872,0.51675546,-0.828063,0.41357195,0.53715485,-0.94651467,0.40774235,0.42850202,-0.49164745,0.3946578,0.48233303,-0.70655847,0.38858864,0.5039944,-0.8480859,0.38163266,0.5233751,-0.96086746,0.37549525,0.3880771,-0.53944284,0.3636447,0.4340975,-0.70916325,0.35829753,0.4589798,-0.8141673,0.35683337,0.4799257,-0.9056605,0.35481763,0.15168229,-0.90910155,-1.5767841,0.3913413,-0.8842581,-0.65584946,-0.036649745,-1.1862595,-0.4486369,0.5,0.13404526,-0.33629122,-0.5,-0.13404547,0.33629122,sleep_right
-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,-1.7066844,-2.81691,0.52209705,0.2940412,-0.19955885,0.52209723,0.36195165,-0.35264188,0.57303137,0.40656874,-0.4900366,0.59152186,0.43312216,-0.58284277,0.5964694,0.4478294,-0.66670567,0.59873384,0.4402074,-0.51884997,0.5701534,0.49074435,-0.7194547,0.56106895,0.51986086,-0.85946244,0.55532765,0.54230917,-0.9767786,0.5518251,0.44217834,-0.5295299,0.53114647,0.4998709,-0.7624664,0.52009594,0.52749187,-0.917205,0.5136286,0.5493247,-1.0439707,0.5099035,0.42023784,-0.5574787,0.49344042,0.480729,-0.78955746,0.48486054,0.506113,-0.9411351,0.4785783,0.5273301,-1.0646635,0.4745046,0.3739744,-0.60447437,0.459615,0.4278553,-0.79279953,0.452526,0.4558219,-0.9077455,0.45209137,0.47755474,-1.0069662,0.4521799,0.1266594,-0.9946586,-1.8927082,0.4097919,-0.962158,-0.84632057,-0.061459377,-1.2852871,-0.57907885,0.50000006,0.18593866,-0.38718054,-0.49999994,-0.18593888,0.38718054,sleep_right
